,imdb_id,popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,release_month,release_month_num
4197,tt0109831,1.2328709999999998,6000000,254700832,Four Weddings and a Funeral,Hugh Grant|Andie MacDowell|James Fleet|Simon Callow|John Hannah,Mike Newell,upper class|gay|love at first sight|wedding vows|marriage proposal,117,Comedy|Drama|Romance,Channel Four Films|PolyGram Filmed Entertainment|Working Title Films,1994-03-09,319,6.5,1994,8826669.369588977,374693338.7038713,March,3
4198,tt0108941,1.180484,28000000,0,The Stand,Gary Sinise|Molly Ringwald|Jamey Sheridan|Ruby Dee|Miguel Ferrer,Mick Garris,post-apocalyptic,366,Adventure|Drama|Fantasy|Horror,Laurel Entertainment|Greengrass Productions,1994-01-01,63,6.7,1994,41191123.72474856,0.0,January,1
4199,tt0109520,1.040901,0,45610410,D2: The Mighty Ducks,Emilio Estevez|Kathryn Erbe|Michael Tucker|Jan Rubes|Carsten Norgaard,Sam Weisman,competition|adversary|sport|hockey player|hockey coach,106,Action|Comedy|Drama|Family,Walt Disney,1994-03-25,69,5.9,1994,0.0,67098001.48023246,March,3
4200,tt0109446,1.022699,45000000,117615211,The Client,Susan Sarandon|Tommy Lee Jones|Mary-Louise Parker|Anthony LaPaglia|Bradley Whitford,Joel Schumacher,suicide|brother brother relationship|witness protection|principal witness |brother,119,Drama|Thriller|Crime|Mystery,Regency Enterprises|Alcor Films|Warner Bros.,1994-07-20,130,6.2,1994,66200020.27191733,173025096.7219074,July,7
4201,tt0109506,0.983841,15000000,94000000,The Crow,Brandon Lee|Rochelle Davis|Ernie Hudson|Michael Wincott|Bai Ling,Alex Proyas,halloween|arson|detroit,102,Fantasy|Action|Thriller,Miramax Films|Crowvision Inc.|Entertainment Media Investment Corporation|Jeff Most Productions|Edward R. Pressman Film,1994-05-11,505,7.2,1994,22066673.423972446,138284486.7902273,May,5
4202,tt0110989,0.9628469999999999,40000000,0,Ri¢hie Ri¢h,Macaulay Culkin|John Larroquette|Edward Herrmann|Christine Ebersole|Michael Maccarone,Donald Petrie,family|life raft|private plane|toothbrush|gluttony,95,Comedy|Family,Davis Entertainment|Silver Pictures|Warner Bros.,1994-12-19,187,5.3,1994,58844462.46392651,0.0,December,12
4203,tt0109813,0.954392,46000000,341631208,The Flintstones,John Goodman|Elizabeth Perkins|Rick Moranis|Rosie O'Donnell|Kyle MacLachlan,Brian Levant,manager|jealousy|bad mother-in-law|adoption|family's daily life,91,Fantasy|Comedy|Family,Universal Pictures|Amblin Entertainment|Hanna-Barbera Productions,1994-05-26,264,5.0,1994,67671131.83351551,502577619.8915468,May,5
4204,tt0110527,0.951117,0,46264384,Miracle on 34th Street,Richard Attenborough|Elizabeth Perkins|Dylan McDermott|J. T. Walsh|James Remar,Les Mayfield,holiday|competition|new love|santa claus|department store,114,Fantasy|Drama|Family,Twentieth Century Fox Film Corporation,1994-11-18,110,6.4,1994,0.0,68060070.19261706,November,11
4205,tt0111280,0.948788,38000000,120000000,Star Trek: Generations,Patrick Stewart|Jonathan Frakes|Brent Spiner|LeVar Burton|Michael Dorn,David Carson,based on tv series|death|exploding planet|mountain cabin|solar system,118,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,1994-11-17,265,6.3,1994,55902239.34073019,176533387.39177954,November,11
4206,tt0109040,0.943815,15000000,107217396,Ace Ventura: Pet Detective,Jim Carrey|Sean Young|Courteney Cox|Tone Loc|Dan Marino,Tom Shadyac,dolphin|mascot|private detective|pets,86,Comedy|Mystery,Morgan Creek Productions,1994-02-04,988,6.3,1994,22066673.423972446,157728750.86004862,February,2
4207,tt0110167,0.936924,0,0,It Could Happen to You,Nicolas Cage|Bridget Fonda|Rosie Perez|Wendell Pierce|Isaac Hayes,Andrew Bergman,waitress|cop|lottery ticket|winning lottery,101,Comedy|Drama|Romance,TriStar Pictures,1994-07-29,77,6.5,1994,0.0,0.0,July,7
4208,tt0110857,0.8801479999999999,0,126247,Police Academy: Mission to Moscow,George Gaynes|G. W. Bailey|Leslie Easterbrook|Michael Winslow|David Graf,Alan Metter,video game|mafia|police academy|moscow|commandant,83,Action|Comedy|Crime,Warner Bros. Pictures,1994-06-09,72,4.4,1994,0.0,185723.4213170833,June,6
4209,tt0109635,0.8671200000000001,55000000,214015089,Disclosure,Michael Douglas|Demi Moore|Donald Sutherland|Dylan Baker|Jacqueline Kim,Barry Levinson,employee|workplace|sexual harassment|intrigue,123,Drama|Thriller|Crime|Mystery|Romance,Warner Bros.|Baltimore Pictures,1994-12-09,107,5.8,1994,80911135.88789895,314840071.7843598,December,12
4210,tt0110216,0.8485540000000001,60000000,37000000,Junior,Arnold Schwarzenegger|Danny DeVito|Emma Thompson|Frank Langella|Pamela Reed,Ivan Reitman,baby|medicine|media|pregnancy|scientist,109,Comedy|Romance|Science Fiction,Universal Pictures|Northern Lights Entertainment,1994-11-22,207,4.7,1994,88266693.69588977,54431127.77913202,November,11
4211,tt0111686,0.8484729999999999,14000000,18090181,New Nightmare,Heather Langenkamp|Robert Englund|Miko Hughes|Wes Craven|David Newsom,Wes Craven,film director|nightmare|shooting|freddy krueger|car,112,Horror|Thriller|Mystery|Fantasy,New Line Cinema,1994-10-14,159,6.4,1994,20595561.86237428,26612674.42050341,October,10
4212,tt0111143,0.8431700000000001,25000000,48063435,The Shadow,Alec Baldwin|John Lone|Penelope Ann Miller|Peter Boyle|Ian McKellen,Russell Mulcahy,new york|atomic bomb|ladykiller|hypnosis|superhero,108,Adventure|Fantasy|Action|Thriller|Science Fiction,Universal Pictures,1994-07-01,81,5.3,1994,36777789.03995408,70706674.91862181,July,7
4213,tt0110005,0.8340290000000001,5000000,3049135,Heavenly Creatures,Melanie Lynskey|Kate Winslet|Sarah Peirse|Simon O'Connor|Diana Kent,Peter Jackson,mother|sex|secret|obsession|literature,99,Drama|Fantasy,WingNut Films|Miramax Films|New Zealand Film Commission|Fontana Productions,1994-09-02,149,6.6,1994,7355557.807990814,4485617.751373614,September,9
4214,tt0111333,0.787327,35000000,9771658,The Swan Princess,Michelle Nicastro|Howard McGillin|Jack Palance|John Cleese|Steven Wright,Richard Rich,princess|animation|swan,90,Fantasy|Animation|Comedy|Family,NEST Family Entertainment|Rich Animation Studios,1994-11-18,134,6.6,1994,51488904.655935705,14375199.05978318,November,11
4215,tt0110763,0.7763800000000001,27000000,13670688,The Pagemaster,Macaulay Culkin|Christopher Lloyd|Patrick Stewart|Whoopi Goldberg|Canan J. Howell,Pixote Hunt|Joe Johnston|Maurice Hunt,library|adventure|part animated,80,Fantasy|Science Fiction|Family|Animation,20th Century Fox|Turner Pictures,1994-11-23,91,6.5,1994,39720012.16315039,20111107.171801265,November,11
4216,tt0110657,0.767191,12000000,15826984,The Next Karate Kid,Pat Morita|Hilary Swank|Michael Ironside|Constance Towers|Chris Conrad,Christopher Cain,martial arts|becoming an adult|karate|revenge|classmate,107,Adventure,Columbia Pictures Corporation,1994-07-18,90,4.8,1994,17653338.739177953,23283259.147629134,July,7
4217,tt0109068,0.764286,0,0,Airheads,Brendan Fraser|Steve Buscemi|Adam Sandler|Chris Farley|Judd Nelson,Michael Lehmann,radio station|heavy metal|rock band,92,Comedy|Crime|Music,Twentieth Century Fox Film Corporation|Island World|Robert Simonds Productions,1994-08-05,106,5.7,1994,0.0,0.0,August,8
4218,tt0110300,0.7624920000000001,0,0,The Land Before Time II: The Great Valley Adventure,Scott McAfee|Candace Hutson|Heather Hogan|Jeff Bennett|Rob Paulsen,Roy Allen Smith,tyrannosaurus rex|triceratops|brontosaurus|spinosaurus|dinosaur,73,Animation|Family|Adventure,Universal Cartoon Studios,1994-12-12,67,6.0,1994,0.0,0.0,December,12
4219,tt0109456,0.736742,40000000,19726050,Color of Night,Bruce Willis|Jane March|Rubén Blades|Lesley Ann Warren|Scott Bakula,Richard Rush,suicide|california|sex|eroticism|paranoia,121,Thriller|Drama|Romance|Mystery,Hollywood Pictures|Cinergi Pictures Entertainment,1994-08-19,63,5.6,1994,58844462.46392651,29019220.21966344,August,8
4220,tt0109707,0.729837,18000000,5887457,Ed Wood,Johnny Depp|Martin Landau|Sarah Jessica Parker|Patricia Arquette|Jeffrey Jones,Tim Burton,individual|taxi|transsexuality|travestie|fortune teller,127,Comedy|Drama|History,Touchstone Pictures,1994-09-27,326,7.1,1994,26480008.10876693,8661106.061112035,September,9
4221,tt0111438,0.710052,27000000,101646581,Timecop,Jean-Claude Van Damme|Mia Sara|Ron Silver|Bruce McGill|Gloria Reuben,Peter Hyams,time travel|alternative reality|sci-fi action,99,Thriller|Science Fiction|Action|Crime,Universal Pictures|Renaissance Pictures|Dark Horse Entertainment|Largo Entertainment|Signature Pictures,1994-09-15,157,5.3,1994,39720012.16315039,149533460.50602415,September,9
4222,tt0111756,0.684636,63000000,25052000,Wyatt Earp,Kevin Costner|Dennis Quaid|Gene Hackman|David Andrews|Linden Ashby,Lawrence Kasdan,gunslinger|gambling|sheriff|deputy sheriff|wretch,191,Drama|Action|Western,Tig Productions|Warner Bros.|Kasdan Pictures|Paragon Entertainment Corp.,1994-06-24,108,6.3,1994,92680028.38068426,36854286.841157176,June,6
4223,tt0110737,0.6734640000000001,0,0,Only You,Marisa Tomei|Robert Downey Jr.|Bonnie Hunt|Joaquim de Almeida|Fisher Stevens,Norman Jewison,venice|italy|fortune teller|soulmates|cheating,115,Comedy|Drama|Romance,TriStar Pictures,1994-09-17,45,6.1,1994,0.0,0.0,September,9
4224,tt0109579,0.6655449999999999,0,0,Death and the Maiden,Sigourney Weaver|Ben Kingsley|Stuart Wilson|Krystia Mova|Jonathan Vega,Roman Polanski,married couple|chile|pinochet-regime|revenge|doctor,103,Drama|Thriller|Mystery,Fine Line Features|Channel Four Films|Capitol Films|TF1 Films Production|Canal+,1994-05-04,32,6.8,1994,0.0,0.0,May,5
4225,tt0109045,0.64184,0,0,"The Adventures of Priscilla, Queen of the Desert",Terence Stamp|Hugo Weaving|Guy Pearce|Bill Hunter|Sarah Chadwick,Stephan Elliott,gay|drag queen|homophobia|musical|van,104,Drama|Comedy,PolyGram Filmed Entertainment,1994-05-31,73,6.9,1994,0.0,0.0,May,5
4226,tt0110932,0.637496,0,0,Quiz Show,John Turturro|Rob Morrow|Ralph Fiennes|Paul Scofield|David Paymer,Robert Redford,television|tv show|manipulation|manipulation of the media|product placement,133,History|Drama,Wildwood Enterprises|Hollywood Pictures|Baltimore Pictures,1994-09-16,122,6.5,1994,0.0,0.0,September,9
4227,tt0111400,0.629985,50000000,16478900,Terminal Velocity,Charlie Sheen|Nastassja Kinski|James Gandolfini|Christopher McDonald|Brooke Langton,Deran Sarafian,ladykiller|kgb|parachuting|sprung,102,Action|Thriller,Hollywood Pictures|PolyGram Filmed Entertainment|Interscope Communications|Nomura Babcock & Brown,1994-09-23,40,4.8,1994,73555578.07990815,24242300.31241997,September,9
4228,tt0111149,0.6252449999999999,0,0,Shallow Grave,Kerry Fox|Christopher Eccleston|Ewan McGregor|Ken Stott|Keith Allen,Danny Boyle,roommate|distrust|overdose|grave|suspense,89,Crime|Thriller,Channel Four Films|Figment Films|The Glasgow Film Fund|PolyGram Filmed Entertainment,1994-12-22,96,6.9,1994,0.0,0.0,December,12
4229,tt0110598,0.6149439999999999,3000000,15119639,Muriel's Wedding,Toni Collette|Bill Hunter|Rachel Griffiths|Sophie Lee|Roz Hammond,P.J. Hogan,individual|becoming an adult|dream|return|love of one's life,106,Drama|Comedy|Romance,Ciby 2000|Film Victoria|House & Moorhouse Films,1994-09-29,47,6.5,1994,4413334.684794488,22242675.740090486,September,9
4230,tt0111301,0.6072810000000001,35000000,99423521,Street Fighter,Jean-Claude Van Damme|Raúl Juliá|Ming-Na Wen|Damian Chapa|Kylie Minogue,Steven E. de Souza,dictator|martial arts|hostage|liberation of hostage|hostage-taking,102,Action|Adventure|Thriller,Universal Pictures|Capcom,1994-12-22,177,4.1,1994,51488904.655935705,146263091.23789772,December,12
4231,tt0111255,0.605753,45000000,170362582,The Specialist,Sylvester Stallone|Sharon Stone|James Woods|Rod Steiger|Eric Roberts,Luis Llosa,explosive|revenge|explosives expert,110,Action|Thriller,Jerry Weintraub Productions|Warner Bros.|Iguana Producciones,1994-10-07,162,5.5,1994,66200020.27191733,250622364.04391503,October,10
4232,tt0111835,0.595882,0,0,Zhong Nan Hai bao biao,Jet Li|Christy Chung|Kent Cheng|Collin Chou|Joey Leung Wing-Chung,Corey Yuen Kwai,assassin|bodyguard|witness|police|hong kong,92,Drama|Action|Thriller,Golden Harvest Company|Eastern Productions,1994-07-28,18,6.7,1994,0.0,0.0,July,7
4233,tt0111419,0.590765,28000000,11373501,Thumbelina,Jodi Benson|Gino Conforti|Barbara Cook|Gary Imhoff|Charo,Don Bluth|Gary Goldman,based on fairy tale,87,Animation|Drama|Family|Fantasy,Don Bluth,1994-03-30,59,6.3,1994,41191123.72474856,16731688.816948267,March,3
4234,tt0110027,0.5901489999999999,26000000,36800000,Highlander III: The Sorcerer,Christopher Lambert|Mario Van Peebles|Deborah Kara Unger|Mako|Martin Neufeld,Andrew Morahan,japan|new york|scotland|morocco|good and bad,99,Action|Fantasy|Science Fiction,Trans-Film|Initial Groupe|Lumière Pictures|Fallingcloud,1994-11-29,46,4.3,1994,38248900.60155223,54136905.4668124,November,11
4235,tt0110725,0.586306,50000000,49000000,On Deadly Ground,Steven Seagal|Michael Caine|Joan Chen|John C. McGinley|R. Lee Ermey,Steven Seagal,fight|inuit|petrol|company|alaska,102,Action|Thriller,Warner Bros.,1994-02-18,48,4.6,1994,73555578.07990815,72084466.51830998,February,2
4236,tt0109403,0.586167,0,1596687,Chasers,Tom Berenger|William McNamara|Erika Eleniak|Crispin Glover|Matthew Glave,Dennis Hopper,prison|sex|handcuffs|waitress|fight,102,Comedy|Romance,Warner Bros.|Morgan Creek Productions,1994-04-22,12,4.6,1994,0.0,2348904.705953486,April,4
4237,tt0109770,0.583325,1500000,0,The Fantastic Four,Alex Hyde-White|Jay Underwood|Rebecca Staab|Michael Bailey Smith|Joseph Culp,Oley Sassone,flying|fire|rock|marvel comic|superhero,90,Action|Science Fiction|Adventure,New Horizons|Constantin Film Produktion,1994-01-01,17,6.4,1994,2206667.342397244,0.0,January,1
4238,tt0109279,0.57917,0,0,Black Beauty,Sean Bean|David Thewlis|Jim Carter|Peter Davison|Alun Armstrong,Caroline Thompson,horse|country life|woman director,88,Action|Adventure|Drama|Family,Warner Bros. Pictures,1994-07-29,37,6.6,1994,0.0,0.0,July,7
4239,tt0109891,0.5705640000000001,30000000,0,Getting Even with Dad,Macaulay Culkin|Ted Danson|Glenne Headly|Saul Rubinek|Seth Smith,Howard Deutch,,109,Family|Comedy|Crime,Metro-Goldwyn-Mayer (MGM),1994-06-17,20,4.8,1994,44133346.84794489,0.0,June,6
4240,tt0109836,0.564501,45000000,112006296,Frankenstein,Robert De Niro|Kenneth Branagh|Tom Hulce|Helena Bonham Carter|Aidan Quinn,Kenneth Branagh,experiment with human beings|frankenstein,123,Drama|Horror|Science Fiction|Romance,American Zoetrope|TriStar Pictures,1994-11-04,120,5.8,1994,66200020.27191733,164773757.01738605,November,11
4241,tt0110971,0.563685,40000000,24332324,Renaissance Man,Danny DeVito|Mark Wahlberg|Gregory Hines|James Remar|Ed Begley Jr.,Penny Marshall,vietnam veteran|commercial|advertising expert|kaserne|stau,128,Comedy|War,Cinergi Pictures Entertainment|Touchstone Pictures,1994-06-03,43,5.7,1994,58844462.46392651,35795563.156952456,June,6
4242,tt0110399,0.544269,10000000,29392418,A Low Down Dirty Shame,Keenen Ivory Wayans|Charles S. Dutton|Jada Pinkett Smith|Salli Richardson-Whitfield|Andrew Divoff,Keenen Ivory Wayans,fbi|drug crime|violence|drug|private detective,100,Action|Comedy|Crime,Caravan Pictures|Hollywood Pictures,1994-11-23,15,7.3,1994,14711115.615981627,43239525.94312595,November,11
4243,tt0110647,0.53801,17000000,0,The Neverending Story III: Escape from Fantasia,Jason James Richter|Melody Kay|Kevin McNulty|Tracey Ellis|Jack Black,Peter MacDonald,flying|magic,95,Family|Fantasy,Studio Babelsberg|Dieter Geissler Filmproduktion|Cinevox Filmproduktion GmbH|Warner Bros.,1994-10-26,58,5.0,1994,25008896.54716877,0.0,October,10
4244,tt0110907,0.536193,15000000,11300653,Prêt-à-Porter,Marcello Mastroianni|Sophia Loren|Jean-Pierre Cassel|Chiara Mastroianni|Kim Basinger,Robert Altman,paris|hotel room|suspicion of murder|mannequin|mode,133,Drama|Comedy,Miramax Films,1994-12-23,16,6.0,1994,22066673.423972446,16624521.281908965,December,12
4245,tt0109402,0.528782,26000000,8009329,The Chase,Charlie Sheen|Kristy Swanson|Henry Rollins|Rocky Carroll|Ray Wise,Adam Rifkin,mexico|sex|shotgun|gun|hostage,89,Comedy|Thriller|Action|Crime,Twentieth Century Fox Film Corporation|Capitol Films|Hercules Films,1994-03-04,38,5.8,1994,38248900.60155223,11782616.492543453,March,3
4246,tt0110074,0.525319,30000000,0,The Hudsucker Proxy,Tim Robbins|Jennifer Jason Leigh|Paul Newman|Charles Durning|John Mahoney,Joel Coen,suicide|new york|corruption|journalist|inventor,111,Comedy|Drama,PolyGram Filmed Entertainment|Silver Pictures|Warner Bros.|Working Title Films|PolyGram Filmproduktion,1994-03-11,112,7.0,1994,44133346.84794489,0.0,March,3
4247,tt0110950,0.509774,11500000,20079850,Reality Bites,Winona Ryder|Ethan Hawke|Ben Stiller|Janeane Garofalo|Steve Zahn,Ben Stiller,roommate|yuppie|generations confilct|camcorder|cohabitant,99,Drama,Universal Pictures|Jersey Films,1994-02-18,90,6.5,1994,16917782.958378874,29539699.49015687,February,2
4248,tt0110729,0.503888,0,2201126,Once Were Warriors,Rena Owen|Temuera Morrison|Mamaengaroa Kerr-Bell|Julian Arahanga|Taungaroa Emile,Lee Tamahori,individual|slum|suicide|tattoo|alcohol,99,Drama,Avalon Studios|New Zealand Film Commission|New Zealand On Air,1994-09-02,42,7.3,1994,0.0,3238101.9071343183,September,9
4249,tt0110213,0.49543400000000004,0,0,The Jungle Book,Jason Scott Lee|Cary Elwes|Lena Headey|Sam Neill|John Cleese,Stephen Sommers,indian|tiger|feral child|british|panther,111,Adventure|Drama|Family,,1994-12-23,51,6.0,1994,0.0,0.0,December,12
4250,tt0109348,0.49308199999999996,0,0,Bullets Over Broadway,John Cusack|Dianne Wiest|Jennifer Tilly|Chazz Palminteri|Mary-Louise Parker,Woody Allen,lover (female)|talent|mafia boss|author,98,Action|Comedy|Thriller,Miramax Films,1994-10-14,59,6.7,1994,0.0,0.0,October,10
4251,tt0108395,0.48427,23000000,71368,A Troll in Central Park,Dom DeLuise|Phillip Glasser|Tawny Sunshine Glover|Cloris Leachman|Hayley Mills,Don Bluth|Gary Goldman,cave|queen|troll,76,Fantasy|Animation|Science Fiction|Family,Don Bluth,1994-10-07,17,4.2,1994,33835565.91675775,104990.28992813767,October,10
4252,tt0109951,0.469793,20000000,0,Guarding Tess,Nicolas Cage|Shirley MacLaine|Austin Pendleton|Edward Albert|James Rebhorn,Hugh Wilson,bodyguard|national security agency|celebrity|security guard,96,Comedy|Drama|Thriller,TriStar Pictures|Channel Films,1994-03-11,42,5.6,1994,29422231.23196325,0.0,March,3
4253,tt0110367,0.4688020000000001,18000000,0,Little Women,Winona Ryder|Gabriel Byrne|Trini Alvarado|Samantha Mathis|Kirsten Dunst,Gillian Armstrong,depression|mother daughter relationship|pregnant|desire|chalkboard,115,Drama|Romance,Columbia Pictures,1994-12-21,106,6.8,1994,26480008.10876693,0.0,December,12
4254,tt0109127,0.4596020000000001,0,50236831,Angels in the Outfield,Danny Glover|Brenda Fricker|Joseph Gordon-Levitt|Christopher Lloyd|Tony Danza,William Dear,baseball,102,Fantasy|Drama|Comedy|Family,Walt Disney Pictures|Caravan Pictures,1994-07-15,69,5.9,1994,0.0,73903982.902153,July,7
4255,tt0109890,0.45308999999999994,0,0,The Getaway,Alec Baldwin|Kim Basinger|Michael Madsen|James Woods|David Morse,Roger Donaldson,suicide by hanging|sexual torture|exploding truck|cuckold|garbage dump,115,Drama|Action|Thriller,Universal Pictures|Largo Entertainment,1994-02-11,41,5.3,1994,0.0,0.0,February,2
4256,tt0110588,0.4412430000000001,0,0,Mrs. Parker and the Vicious Circle,Jennifer Jason Leigh|Campbell Scott|Matthew Broderick|Gwyneth Paltrow|Jennifer Beals,Alan Rudolph,new york|alcohol|prohibition|biography|romance,125,Drama,Fine Line Features|Miramax Films,1994-09-07,11,5.9,1994,0.0,0.0,September,9
4257,tt0111742,0.4375810000000001,0,0,Wolf,Jack Nicholson|Christopher Plummer|James Spader|Michelle Pfeiffer|Kate Nelligan,Mike Nichols,adultery|indian|heal|auto|bite,125,Fantasy,Columbia Pictures,1994-06-17,99,5.9,1994,0.0,0.0,June,6
4258,tt0109093,0.433125,0,0,Amateur,Isabelle Huppert|Martin Donovan|Elina Löwensohn|Damian Young|Chuck Montgomery,Hal Hartley,independent film,105,Crime|Comedy|Drama|Thriller,Channel Four Films|Zenith Entertainment|American Playhouse|Union Générale Cinématographique (UGC)|La Sept Cinéma,1994-08-05,10,5.3,1994,0.0,0.0,August,8
4259,tt0110428,0.4327760000000001,0,0,The Madness of King George,Nigel Hawthorne|Helen Mirren|Ian Holm|Rupert Graves|Amanda Donohoe,Nicholas Hytner,queen|kingdom|biography|victorian england|psychopathy,107,Comedy|Drama|History,Channel Four Films|Samuel Goldwyn Company|Close Call Films,1994-12-28,27,6.5,1994,0.0,0.0,December,12
4260,tt0109035,0.43231899999999995,0,0,Above the Rim,Duane Martin|Tupac Shakur|Bernie Mac|Marlon Wayans|Leon Robinson,Jeff Pollack,sport,96,Crime|Drama,New Line Cinema,1994-03-23,21,6.3,1994,0.0,0.0,March,3
4261,tt0109676,0.42571499999999995,45000000,0,Drop Zone,Wesley Snipes|Gary Busey|Yancy Butler|Michael Jeter|Corin Nemec,John Badham,terrorist|transport of prisoners|parachuting|boeing 747|suspense,101,Action|Adventure|Thriller,Paramount Pictures,1994-12-08,47,5.0,1994,66200020.27191733,0.0,December,12
4262,tt0109759,0.421125,0,0,Exotica,Bruce Greenwood|Mia Kirshner|Elias Koteas|Don McKellar|Sarah Polley,Atom Egoyan,secret|nightclub|pet shop|independent film|unhappiness,103,Drama|Mystery,Miramax Films|Alliance Entertainment|Ego Film Arts,1994-09-24,29,6.2,1994,0.0,0.0,September,9
4263,tt0110364,0.420671,0,0,Little Giants,Rick Moranis|Ed O'Neill|Devon Sawa|Shawna Waldron|Todd Bosley,Duwayne Dunham,american football coach|sport,107,Comedy|Family,Amblin Entertainment|Warner Bros.,1994-10-14,39,6.2,1994,0.0,0.0,October,10
4264,tt0110538,0.420487,15000000,0,Mixed Nuts,Steve Martin|Madeline Kahn|Robert Klein|Anthony LaPaglia|Juliette Lewis,Nora Ephron,holiday|rollerblades|cross dresser|woman director|suicide hotline,97,Comedy|Drama|Romance,TriStar Pictures,1994-12-21,15,5.2,1994,22066673.423972446,0.0,December,12
4265,tt0109297,0.42028000000000004,0,16668552,Blink,Madeleine Stowe|Aidan Quinn|James Remar|Peter Friedman|Bruce A. Young,Michael Apted,killer|blindness,106,Mystery|Crime|Drama|Thriller,New Line Cinema,1994-01-26,14,5.8,1994,0.0,24521299.56230018,January,1
4266,tt0110099,0.41998599999999997,25000000,0,I.Q.,Tim Robbins|Meg Ryan|Walter Matthau|Lou Jacobi|Stephen Fry,Fred Schepisi,wedding vows|mathematician|car mechanic|comet|albert einstein,100,Comedy|Drama|Romance,Paramount Pictures,1994-12-24,59,5.8,1994,36777789.03995408,0.0,December,12
4267,tt0110604,0.41911400000000004,0,0,Mute Witness,Marina Sudina|Fay Ripley|Evan Richards|Oleg Jankowski|Igor Volkov,Anthony Waller,chase|police|murder|mute|disk,95,Thriller|Foreign,Comet Film Produktion GmbH|Avrora Media|Cobblestone Pictures,1994-10-21,11,5.8,1994,0.0,0.0,October,10
4268,tt0110678,0.414753,20000000,0,No Escape,Ray Liotta|Lance Henriksen|Stuart Wilson|Kevin Dillon|Kevin J. O'Connor,Martin Campbell,dystopia,118,Action|Drama|Science Fiction|Thriller,Columbia Pictures Corporation|Pacific Western|Allied Filmmakers|Platinum Pictures,1994-04-29,26,6.2,1994,29422231.23196325,0.0,April,4
4269,tt0110516,0.4126510000000001,0,18137661,Milk Money,Melanie Griffith|Ed Harris|Michael Patrick Carter|Malcolm McDowell|Anne Heche,Richard Benjamin,prostitute|tree house|red-light disctrict|young people|stripper,108,Comedy|Romance,Paramount Pictures|The Kennedy/Marshall Company,1994-08-31,19,5.5,1994,0.0,26682522.79744809,August,8
4270,tt0110638,0.409529,0,106683817,Nell,Jodie Foster|Liam Neeson|Natasha Richardson|Richard Libertini|Robin Mullins,Michael Apted,loss of mother|loss of sister|twin sister|autism|lake,112,Drama|Thriller,20th Century Fox|Egg Pictures,1994-12-23,63,6.0,1994,0.0,156943796.62412262,December,12
4271,tt0110823,0.408327,2500000,0,Phantasm III: Lord of the Dead,A. Michael Baldwin|Reggie Bannister|Bill Thornbury|Gloria Lynne Henry|Kevin Connors,Don Coscarelli,female nudity|nudity|zombies|mausoleum|tall man,91,Horror|Action|Science Fiction,Starway International Inc.,1994-05-06,19,5.5,1994,3677778.903995407,0.0,May,5
4272,tt0109936,0.4164600000000001,0,13145977,Greedy,Michael J. Fox|Kirk Douglas|Nancy Travis|Olivia d'Abo|Phil Hartman,Jonathan Lynn,male nudity|tattoo|vandalism|nudity|grandfather,113,Comedy,Imagine Entertainment|Universal Pictures,1994-03-04,25,5.3,1994,0.0,19339198.75320353,March,3
4273,tt0109287,0.39653099999999997,13000000,0,Blank Check,Brian Bonsall|Karen Duffy|James Rebhorn|Jayne Atkinson|Michael Faustino,Rupert Wainwright,,93,Comedy|Family,Walt Disney Pictures,1994-02-11,35,5.3,1994,19124450.30077612,0.0,February,2
4274,tt0110057,0.394187,700000,7830611,Hoop Dreams,William Gates|Arthur Agee|Steve James,Steve James,chicago|sports team|ghetto|narration|college,171,Documentary,Fine Line Features|Kartemquin Films,1994-09-12,48,7.3,1994,1029778.093118714,11519702.376477752,September,9
4275,tt0109484,0.39118200000000003,0,0,"Corrina, Corrina",Whoopi Goldberg|Ray Liotta|Tina Majorino|Joan Cusack|Larry Miller,Jessie Nelson,loss of mother|daughter|friendship|mute|housekeeper,115,Comedy|Drama|Family|Romance,New Line Cinema,1994-08-12,34,6.4,1994,0.0,0.0,August,8
4276,tt0110123,0.390373,0,28881266,In the Army Now,Pauly Shore|Andy Dick|Lori Petty|David Alan Grier|Esai Morales,"Daniel Petrie, Jr.",education|us army|friendship|war|unemployment,91,Comedy,Hollywood Pictures,1994-08-12,21,5.6,1994,0.0,42487564.32619193,August,8
4277,tt0106761,0.387981,3500000,2341309,Double Dragon,Robert Patrick|Mark Dacascos|Scott Wolf|Kristina Wagner|Julia Nickson,James Yukich,mutant|earthquake|post-apocalyptic|talisman|cult favorite,89,Action|Adventure|Comedy|Science Fiction,Gramercy Pictures,1994-11-04,33,4.2,1994,5148890.46559357,3444326.7391738333,November,11
4278,tt0110771,0.38750300000000004,6000000,0,The Paper,Michael Keaton|Robert Duvall|Glenn Close|Marisa Tomei|Randy Quaid,Ron Howard,new york|research|success|tageszeitung|murder,112,Comedy|Drama,Imagine Entertainment|Universal Pictures,1994-03-18,12,5.9,1994,8826669.369588977,0.0,March,3
4279,tt0109842,0.383679,0,0,Fresh,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson|N'Bushe Wright|Ron Brice,Boaz Yakin,war on drugs|drug traffic|drug dealer|drug mule|childhood trauma,114,Crime|Drama|Thriller,Miramax Films,1994-08-24,19,7.5,1994,0.0,0.0,August,8
